Jones county (GA state)

834 records retrieved

Color Legend: Blue=Motorola, Green=LTR, Yellow=EDACS
Freq	Type	City	Call	  Licensee	Elev	Site Name
159.40500000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
159.40500000	FX1	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
159.40500000	FX1	 	WQLU734	Jones, County Of (Barbara Burnette)	 	 
159.40500000	MO	MACON	WQLU734	Jones, County Of (Barbara Burnette)	167.6	 
159.40500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
159.40500000	MO	GRAY	WQLU734	Jones, County Of (Barbara Burnette)	182.8	 
159.40500000	FX1	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
159.45000000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
159.45000000	FB2	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
159.45000000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
159.45000000	FB2	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
159.66750000	MO	GRAY	WQJH442	WIGGINS JR, FREDERIC C	168.2	 
160.09500000	MO	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.09500000	FX1	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.12500000	FX1	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.12500000	MO	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.14000000	FX1	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.20000000	MO	ROUNDOAK/HILLSB	WPKS414	GEORGIA,STATE OF (Ralph Bevan)	152.0	 
160.24500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.24500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.24500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.24500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.27500000	FBC	Macon	WNMT556	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles L1
160.27500000	FBC	Macon	WNMT556	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	195.0	Cumslo ARN
160.42500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.42500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.42500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.42500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.50000000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	205.0	CUMSLO DISP/BH
160.50000000	MO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	134.0	HENDERSON RD HCM
160.50000000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	 	MOBILES for Loc 5
160.50000000	FXO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	 	Loc 2 Mobiles
160.50000000	MO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	 	Loc 2 Mobiles
160.50000000	FXO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	134.0	HENDERSON RD HCM
160.57500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.57500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.57500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.57500000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.65000000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.65000000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.65000000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
160.65000000	MO	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
160.83000000	MO	MACON	WQGX356	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	MACON
160.93500000	MO	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	205.0	CUMSLO DISP/BH
160.93500000	MO	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	 	MOBILES for Loc 5
160.93500000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	205.0	CUMSLO DISP/BH
160.93500000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	 	MOBILES for Loc 5
160.95000000	FB	GRAY	WPZS849	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	182.8	SR18 CONNECTOR
160.95000000	FB	GRAY	WPXZ717	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	183.0	JACKSON ST.
161.11500000	FB	James	WQOE927	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	205.0	Cumslo bh collect
161.11500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles around Loc-4
161.11500000	FB	MACON	KFE728	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	Arkwright Disp
161.11500000	FB	MACON	WQOE927	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	189.0	arkwri bh collect
161.14500000	MO	Macon	WNMT556	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	195.0	Cumslo ARN
161.14500000	MO	Macon	WNMT556	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	Mobiles L1
161.53500000	FB	GRAY	WPZS849	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	182.8	SR18 CONNECTOR
161.53500000	FB	GRAY	WPXZ717	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	183.0	JACKSON ST.
161.55000000	MO	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	205.0	CUMSLO DISP/BH
161.55000000	MO	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	 	MOBILES for Loc 5
161.55000000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	205.0	CUMSLO DISP/BH
161.55000000	FB	JAMES	KFU493	Central of Georgia Railway Company (ATC Dept., J.R. Celio)	 	MOBILES for Loc 5
161.56500000	FXO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	 	Loc 2 Mobiles
161.56500000	MO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	 	Loc 2 Mobiles
161.56500000	FXO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	134.0	HENDERSON RD HCM
161.56500000	MO	MACON	WQZF515	NORFOLK SOUTHERN RAILWAY COMPANY (ATC Dept., J.R. Celio)	134.0	HENDERSON RD HCM
451.05000000	FB2	ROUND OAK	KVO484	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	198.0	 
451.05000000	FB	ROUND OAK	KVO484	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	198.0	 
451.07500000	FB2	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.07500000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.07500000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.07500000	FB2	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.18750000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.18750000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.20000000	FB	GRAY	WBU864	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	182.0	 
451.26250000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.26250000	FB2	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.26250000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.26250000	FB2	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.38750000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
451.38750000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
451.47500000	FB2	ROUND OAK	KVO484	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	198.0	 
451.47500000	FB	ROUND OAK	KVO484	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	198.0	 
451.50000000	MO	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
451.50000000	MO	MACON	WQOE531	SEQUOIA GOLF HOLDINGS (RIVER NORTH GOLF COURSE)	183.0	 
451.50000000	FB2	MACON	WQOE531	SEQUOIA GOLF HOLDINGS (RIVER NORTH GOLF COURSE)	183.0	 
451.50000000	FB2	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
451.53750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
451.53750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
451.78750000	MO	MACON	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	149.0	 
451.78750000	MO	 	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	 	 
451.78750000	FB2	MACON	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	149.0	 
451.78750000	FB2	 	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	 	 
451.87500000	FB2	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
451.87500000	FB2	MACON	WPEK828	Rinker Materials (GARY BRYANT)	201.0	 
451.87500000	FB2	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
452.06250000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.06250000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.32500000	FXO	CLINTON	WNPV368	SOUTHERN NATURAL GAS COMPANY (Communincations Department)	163.0	 
452.36250000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
452.36250000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
452.51250000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
452.51250000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
452.52500000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.52500000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.53750000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.53750000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.56250000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.56250000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.58750000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.58750000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.61250000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.61250000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.63750000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
452.63750000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
452.72500000	MO	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
452.88750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
452.88750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
452.93750000	MO	GRAY	WQPD386	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	EOT RPTR
453.88750000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
453.88750000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
453.91250000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
453.91250000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
453.93750000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
453.93750000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
456.07500000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
456.07500000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
456.12500000	FX1	GRAY	WBU864	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	182.0	 
456.20000000	FX1	GRAY	WBU864	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	182.0	 
456.26250000	MO	 	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	 	 
456.26250000	MO	MACON	WQUT437	ATLANTA GAS LIGHT CO (DREW HEFNER)	164.0	 
456.47500000	FX1	GRAY	WBU864	GEORGIA POWER COMPANY (TELECOM ENGINEERING MANAGER)	182.0	 
456.50000000	MO	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
456.50000000	MO	MACON	WQOE531	SEQUOIA GOLF HOLDINGS (RIVER NORTH GOLF COURSE)	183.0	 
456.53750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
456.53750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
456.78750000	MO	MACON	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	149.0	 
456.78750000	MO	 	WRMN526	VULCAN MATERIALS (POSTELL QUARRY)	 	 
456.87500000	MO	MACON	WPEK828	Rinker Materials (GARY BRYANT)	201.0	 
456.87500000	FX1	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
456.87500000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
456.87500000	FX1	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
456.87500000	FX1	MACON	WPEK828	Rinker Materials (GARY BRYANT)	201.0	 
456.87500000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
457.32500000	FXO	CLINTON	WNPV368	SOUTHERN NATURAL GAS COMPANY (Communincations Department)	163.0	 
457.51250000	MO	MACON	WPYE965	J R & R MANAGEMENT COMPANY (WENDY'S GRAY HIGHWAY)	0.0	 
457.53750000	MO	MACON	WPYE965	J R & R MANAGEMENT COMPANY (WENDY'S GRAY HIGHWAY)	0.0	 
457.56250000	MO	MACON	WPYE965	J R & R MANAGEMENT COMPANY (WENDY'S GRAY HIGHWAY)	0.0	 
457.58750000	MO	MACON	WPYE965	J R & R MANAGEMENT COMPANY (WENDY'S GRAY HIGHWAY)	0.0	 
457.61250000	MO	MACON	WPYE965	J R & R MANAGEMENT COMPANY (WENDY'S GRAY HIGHWAY)	0.0	 
457.71250000	MO	GRAY	WQBI301	JONES COUNTY BOARD OF COMMISSIONERS (MANAGER)	 	 
457.72500000	MO	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
457.88750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
457.88750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
457.92500000	MO	GRAY	WQPD386	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	EOT RPTR
457.93750000	MO	GRAY	WQPD386	Norfolk Southern Railway Company (ATC Dept., J.R. Celio)	 	EOT RPTR
458.88750000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
458.88750000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
458.91250000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
458.91250000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
458.93750000	MO	GRAY	WXP493	JONES, COUNTY OF (EMERGENCY MGMT AGENCY ALLEN GREENE)	186.0	 
458.93750000	MO	GRAY	WQEL267	JONES, COUNTY OF (EMERGENCY MANAGEMENT AGENCY)	168.2	 
460.08750000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.08750000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.08750000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.08750000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.32500000	FB2	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.32500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.32500000	FB2	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.32500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.32500000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.32500000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.32500000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.32500000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.36250000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.36250000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.36250000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.36250000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.36250000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.36250000	FB2	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.36250000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.36250000	FB2	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.50000000	FB2	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.50000000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.50000000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.50000000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.50000000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.50000000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.50000000	FB2	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.50000000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.52500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.52500000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
460.52500000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.52500000	FB2	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
460.52500000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.52500000	FB2	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
460.52500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
460.52500000	FB2	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
461.02500000	FB2	MACON	KAS894	MACON VENDING SERVICE INC	201.0	 
461.02500000	MO	MACON	KAS894	MACON VENDING SERVICE INC	201.0	 
461.07500000	FB2	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
461.07500000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
461.07500000	FB2	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
461.07500000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
461.35000000	FB4	MACON	KNCB680	U S BROADCASTING LIMITED PARTNERSHIP (DOUGLAS GRIMM)	201.0	 
461.35000000	MO	MACON	KNCB680	U S BROADCASTING LIMITED PARTNERSHIP (DOUGLAS GRIMM)	201.0	 
461.50000000	FB4	MACON	WNYG471	MACON BIBB COUNTY EOC, Inc. (SARITA HILL)	201.0	 
461.51250000	MO	MACON	WRTQ434	SEQUOIA GOLF, LLC (Emily C. Decker, Secretary)	183.0	WQOE531
461.60000000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
461.60000000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
461.87500000	FB4	MACON	WNYG471	MACON BIBB COUNTY EOC, Inc. (SARITA HILL)	201.0	 
461.93750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
461.93750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
462.05000000	MO	MACON	KNDV731	WORSHAM, THOMAS R	201.0	 
462.05000000	FB2	MACON	KNDV731	WORSHAM, THOMAS R	201.0	 
462.07500000	MO	Macon	WQAY611	Parkay Properties LLC (Paul R Beliveau)	 	 
462.07500000	MO	Macon	WQAY611	Parkay Properties LLC (Paul R Beliveau)	167.6	 
462.07500000	FB2	Macon	WQAY611	Parkay Properties LLC (Paul R Beliveau)	 	 
462.07500000	FB2	Macon	WQAY611	Parkay Properties LLC (Paul R Beliveau)	167.6	 
462.17500000	FB	MACON	WQU883	VICTORS	146.0	 
462.17500000	FB	MACON	KNBQ542	DVM OPERATIONS INC DBA GOLDEN KEY LOCKSM	146.0	 
462.17500000	FB	MACON	KNAS670	MIDDLE GEORGIA SECURITY SYSTEMS CO INC	146.0	 
462.21250000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
462.21250000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
462.38750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
462.38750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
462.43750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
462.43750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
462.47500000	FB2	MACON	KIX925	ATLANTA GAS LIGHT COMPANY (Loc. 1545)	174.0	 
462.47500000	FB	MACON	KIX922	ATLANTA GAS LIGHT COMPANY (Loc 1545)	166.0	 
463.47500000	FB2	 	WNIC409	U S BROADCASTING LIMITED PARTNERSHIP	 	 
463.47500000	MO	MACON	WNIC409	U S BROADCASTING LIMITED PARTNERSHIP	201.0	 
463.47500000	FB2	MACON	WNIC409	U S BROADCASTING LIMITED PARTNERSHIP	201.0	 
463.47500000	MO	 	WNIC409	U S BROADCASTING LIMITED PARTNERSHIP	 	 
463.52500000	FB2	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
463.52500000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
463.52500000	FB2	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
463.52500000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
463.62500000	FXO	HADDOCK	WRCS497	JONES COUNTY BOARD OF COMMISSIONERS (SUPERTINENDENT, JONES COUNTY WATER)	143.0	 
463.62500000	FXO	HADDOCK	WRCS497	JONES COUNTY BOARD OF COMMISSIONERS (SUPERTINENDENT, JONES COUNTY WATER)	174.0	 
463.62500000	FXO	HADDOCK	WRCS497	JONES COUNTY BOARD OF COMMISSIONERS (SUPERTINENDENT, JONES COUNTY WATER)	158.0	 
463.62500000	FXO	HADDOCK	WRCS497	JONES COUNTY BOARD OF COMMISSIONERS (SUPERTINENDENT, JONES COUNTY WATER)	184.0	 
463.93750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
463.93750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
464.07500000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
464.07500000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
464.18750000	FB2	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
464.18750000	MO	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
464.18750000	FB2	MACON	WQNC345	Aggregates USA (Keith Pittman)	195.1	 
464.18750000	MO	 	WQNC345	Aggregates USA (Keith Pittman)	 	 
464.22500000	FB2	MACON	WSG857	GORDON JR, J D	146.0	 
464.22500000	MO	MACON	WSG857	GORDON JR, J D	146.0	 
464.40000000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
464.40000000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
464.60000000	FB4	GRAY	WSP768	IRVIN, HERMAN L	145.0	 
464.67500000	FB2	MACON	WNHT583	RIVER NORTH GOLF COURSE INC	183.0	 
464.75000000	FB2	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
464.75000000	MO	MACON	WPLT850	MORTENSON (GREG KNUTSON)	80.0	 
464.75000000	FB2	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
464.75000000	MO	 	WPLT850	MORTENSON (GREG KNUTSON)	 	 
464.98750000	MO	 	WPAM958	MIDDLE GEORGIA SECURITY SYSTEMS CO (FORREST HOLLOWAY)	 	 
465.08750000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
465.08750000	MO	MACON	WPUK849	JONES, COUNTY OF (TOM PAHULA)	167.6	 
465.08750000	MO	 	WPUK849	JONES, COUNTY OF (TOM PAHULA)	 	 
465.08750000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	198.0	WATER TANK
465.32500000	MO	GRAY	WPUK849	JONES, COUNTY OF (TOM PAHULA)	182.8	 
